mag,tipo_mag,lat,lon,depth,year,month,day,hour,minute,second
3.9480000000000004,Mw,-1.4885,-78.0425,175.11,2010,7,15,17,5,24.0
4.041,Mw,-2.81,-77.365,60.39,2010,7,15,21,50,5.0
3.8550000000000004,Mw,-2.002,-77.4042,17.66,2010,7,16,8,20,16.0
4.041,Mw,-0.9413,-79.608,85.48,2010,7,17,4,40,20.0
4.1339999999999995,Mw,-1.9891,-80.0392,12.0,2010,7,17,6,31,42.0
3.8550000000000004,Mw,-1.1947,-78.3043,14.74,2010,7,17,15,56,42.0
4.041,Mw,-0.8423,-79.3694,29.68,2010,7,17,16,46,14.0
4.1339999999999995,Mw,-0.1216,-78.7626,21.77,2010,7,17,19,13,48.0
4.227,Mw,-1.5822,-80.3705,12.0,2010,7,17,22,55,2.0
3.9480000000000004,Mw,-1.4249,-77.7664,12.48,2010,7,18,1,35,33.0
4.32,Mw,-1.8736,-79.6075,36.42,2010,7,19,8,20,58.0
3.8550000000000004,Mw,0.0599,-77.2935,13.83,2010,7,19,9,7,40.0
3.8550000000000004,Mw,-0.8229,-79.7064,72.57,2010,7,19,9,47,11.0
3.8550000000000004,Mw,-0.5944,-78.769,13.68,2010,7,20,1,27,55.0
4.1339999999999995,Mw,-2.0593,-79.8068,8.3,2010,7,20,13,1,39.0
3.9480000000000004,Mw,-0.2785,-79.8957,12.0,2010,7,20,22,55,8.0
4.227,Mw,-1.9418,-77.1957,7.16,2010,7,21,21,28,54.0
4.412999999999999,Mw,-2.3484,-77.0241,142.19,2010,7,22,0,15,6.0
3.8550000000000004,Mw,-0.3075,-79.5807,43.32,2010,7,22,10,39,22.0
3.8550000000000004,Mw,-0.9927,-77.9766,14.8,2010,7,22,11,27,47.0
4.227,Mw,0.7036,-78.3528,11.43,2010,7,22,21,39,19.0
3.8550000000000004,Mw,-1.9377,-77.4623,25.09,2010,7,23,8,42,16.0
4.1339999999999995,Mw,1.1855,-79.5271,12.0,2010,7,24,4,23,32.0
3.8550000000000004,Mw,-1.7961,-78.8541,45.73,2010,7,24,6,42,31.0
4.412999999999999,Mw,-0.8352,-81.5397,12.0,2010,7,24,9,8,49.0
4.32,Mw,-0.7252,-81.2055,12.0,2010,7,25,20,22,28.0
4.041,Mw,-1.4752,-79.9146,12.0,2010,7,25,21,30,20.0
4.32,Mw,-0.6076,-81.1351,19.72,2010,7,26,9,16,38.0
4.227,Mw,-1.0349,-79.6827,29.07,2010,7,26,18,18,48.0
4.041,Mw,-2.5729,-78.3342,5.69,2010,7,28,5,11,36.0
3.9480000000000004,Mw,-2.3044,-78.9184,11.47,2010,7,28,19,30,4.0
4.506,Mw,-2.5133,-81.6869,9.23,2010,7,29,14,45,48.0
4.041,Mw,-0.755,-79.6737,40.31,2010,7,30,8,20,32.0
4.506,Mw,-0.4722,-81.3641,12.4,2010,7,30,10,51,10.0
4.041,Mw,-0.5496,-81.0351,12.0,2010,7,31,3,28,20.0
3.8550000000000004,Mw,-1.1913,-78.3372,14.1,2010,8,1,1,28,28.0
4.227,Mw,-1.3436,-81.1777,14.98,2010,8,2,20,50,16.0
3.8550000000000004,Mw,-1.8461,-77.4869,12.0,2010,8,3,4,10,10.0
4.692,Mw,-2.261,-79.8388,18.33,2010,8,3,5,32,56.0
3.8550000000000004,Mw,-1.7451,-78.9271,111.4,2010,8,4,13,55,45.0
4.041,Mw,-1.605,-77.9494,187.25,2010,8,5,4,34,6.0
4.785,Mw,-0.4366,-81.5474,14.78,2010,8,6,7,31,25.0
4.785,Mw,-1.577,-81.2825,10.0,2010,8,6,10,45,52.0
4.041,Mw,-2.0817,-77.346,16.42,2010,8,6,12,7,32.0
4.412999999999999,Mw,-1.5504,-81.3013,10.0,2010,8,6,19,22,24.0
3.9480000000000004,Mw,1.0232,-78.8044,23.13,2010,8,8,13,39,33.0
4.227,Mw,-0.8852,-81.142,18.41,2010,8,8,15,39,4.0
4.506,Mw,-0.8007,-81.4862,8.31,2010,8,9,0,10,1.0
4.412999999999999,Mw,-0.7328,-81.4053,8.06,2010,8,9,22,47,57.0
4.041,Mw,-0.5921,-78.7029,20.62,2010,8,10,0,30,25.0
3.8550000000000004,Mw,-1.3445,-77.933,84.57,2010,8,10,0,44,37.0
4.412999999999999,Mw,-0.4997,-81.2994,10.0,2010,8,10,16,7,34.0
4.506,Mw,-1.0382,-79.7383,40.57,2010,8,10,22,38,0.0
4.1339999999999995,Mw,-1.5897,-78.1604,183.44,2010,8,11,9,44,3.0
4.32,Mw,-2.3285,-77.0704,16.04,2010,8,11,13,57,8.0
3.8550000000000004,Mw,0.9052,-78.9576,40.16,2010,8,11,15,43,9.0
7.2,Mw,-1.4525,-77.4682,248.67,2010,8,12,11,58,8.0
4.32,Mw,-1.2892,-77.6096,223.41,2010,8,17,9,31,8.0
3.9480000000000004,Mw,0.3012,-79.4425,43.32,2010,8,17,18,22,44.0
4.32,Mw,-1.7192,-78.1256,178.51,2010,8,18,22,7,21.0
4.692,Mw,-0.384,-81.4127,13.54,2010,8,19,22,23,51.0
3.8550000000000004,Mw,-1.1183,-78.2663,8.66,2010,8,21,10,14,6.0
4.227,Mw,-1.392,-81.2441,9.82,2010,8,21,18,59,53.0
3.8550000000000004,Mw,-1.0313,-79.283,124.38,2010,8,23,22,35,55.0
3.9480000000000004,Mw,-2.3804,-77.6456,9.18,2010,8,24,1,55,34.0
3.8550000000000004,Mw,-0.6166,-79.5084,46.67,2010,8,24,6,27,24.0
4.041,Mw,-2.4003,-77.8738,12.0,2010,8,24,12,32,31.0
4.041,Mw,-1.405,-79.233,113.53,2010,8,24,13,27,48.0
4.412999999999999,Mw,-2.2314,-78.3539,157.79,2010,8,24,16,51,46.0
4.1339999999999995,Mw,-1.6354,-77.7662,204.63,2010,8,25,1,5,0.0
4.1339999999999995,Mw,-0.8396,-79.6678,38.93,2010,8,25,2,12,12.0
4.227,Mw,-0.8632,-79.6369,32.63,2010,8,25,2,14,19.0
4.412999999999999,Mw,-3.3368,-79.9162,12.0,2010,8,25,20,31,7.0
3.9480000000000004,Mw,-0.562,-78.7004,13.47,2010,8,26,1,48,36.0
4.041,Mw,-1.1962,-80.5133,34.73,2010,8,27,5,15,27.0
4.32,Mw,-1.1478,-80.9521,19.4,2010,8,28,3,37,29.0
4.1339999999999995,Mw,-1.042,-81.0406,16.33,2010,8,28,13,38,36.0
3.9480000000000004,Mw,-2.2684,-77.7941,12.0,2010,8,28,19,36,5.0
4.32,Mw,-2.9015,-79.8695,12.0,2010,8,28,20,12,17.0
4.227,Mw,-1.2045,-81.3322,9.65,2010,8,29,9,12,57.0
4.1339999999999995,Mw,-1.4223,-80.9155,10.0,2010,8,29,10,33,5.0
4.692,Mw,-1.124,-81.4754,7.51,2010,8,29,12,21,49.0
3.9480000000000004,Mw,1.1138,-79.6105,12.0,2010,8,29,18,0,5.0
4.412999999999999,Mw,-1.2211,-81.2443,12.03,2010,8,29,18,8,46.0
4.041,Mw,-1.0414,-78.2925,13.12,2010,8,29,23,28,25.0
4.1339999999999995,Mw,1.079,-79.4762,7.99,2010,8,30,22,57,26.0
4.412999999999999,Mw,-1.1463,-81.374,9.06,2010,8,31,18,11,55.0
4.1339999999999995,Mw,1.1069,-79.5543,12.0,2010,9,2,2,4,45.0
4.32,Mw,-1.3287,-81.9331,10.0,2010,9,2,10,46,12.0
3.8550000000000004,Mw,0.0128,-78.5804,13.4,2010,9,3,2,48,35.0
4.1339999999999995,Mw,-0.8139,-80.5704,10.0,2010,9,4,21,30,39.0
3.9480000000000004,Mw,0.2209,-77.2351,12.0,2010,9,5,3,12,43.0
3.9480000000000004,Mw,-0.9446,-79.831,19.55,2010,9,5,3,15,22.0
4.1339999999999995,Mw,-2.1227,-77.9968,145.96,2010,9,5,16,10,39.0
4.041,Mw,-1.1946,-80.7175,47.17,2010,9,5,19,3,46.0
4.1339999999999995,Mw,-2.6286,-77.4387,12.0,2010,9,5,22,25,0.0
4.412999999999999,Mw,-2.793,-79.8813,12.0,2010,9,6,1,4,50.0
3.8550000000000004,Mw,-0.9969,-78.698,29.42,2010,9,6,22,52,39.0
4.599,Mw,-2.8563,-76.1866,100.86,2010,9,7,4,23,34.0
3.9480000000000004,Mw,-1.0268,-77.6508,35.76,2010,9,7,15,56,3.0
3.9480000000000004,Mw,-0.9514,-78.9955,133.53,2010,9,7,17,3,25.0
4.412999999999999,Mw,-1.9691,-77.7976,167.97,2010,9,7,17,55,34.0
4.1339999999999995,Mw,-2.8835,-78.611,16.0,2010,9,9,2,21,13.0
3.8550000000000004,Mw,-0.188,-79.309,136.8,2010,9,9,4,38,7.0
4.32,Mw,-1.5742,-75.8473,43.53,2010,9,9,8,35,23.0
4.412999999999999,Mw,-1.7642,-78.1646,173.21,2010,9,10,13,21,35.0
4.227,Mw,-0.9857,-78.7514,22.45,2010,9,11,4,57,26.0
3.8550000000000004,Mw,-0.5775,-79.4615,42.93,2010,9,12,9,30,56.0
3.8550000000000004,Mw,-0.9813,-78.6844,32.21,2010,9,14,9,50,8.0
3.9480000000000004,Mw,-0.673,-79.637,26.97,2010,9,15,8,13,5.0
4.1339999999999995,Mw,-2.0759,-79.5789,26.36,2010,9,15,8,57,13.0
4.599,Mw,-2.9308,-80.4064,12.0,2010,9,16,7,55,12.0
4.1339999999999995,Mw,-2.1173,-79.7534,22.67,2010,9,16,16,34,15.0
4.041,Mw,-1.7082,-78.8645,5.09,2010,9,18,8,28,29.0
4.1339999999999995,Mw,-1.3716,-79.655,44.64,2010,9,19,2,30,45.0
4.412999999999999,Mw,-2.8565,-77.5754,27.64,2010,9,19,3,40,25.0
4.041,Mw,-1.0479,-78.2849,10.62,2010,9,19,9,33,37.0
4.412999999999999,Mw,-2.2751,-80.584,49.92,2010,9,19,17,54,39.0
4.412999999999999,Mw,-3.1482,-79.0224,12.0,2010,9,21,6,30,5.0
4.041,Mw,-2.1947,-79.0318,16.63,2010,9,21,13,8,18.0
3.8550000000000004,Mw,-0.4452,-78.5296,17.68,2010,9,22,18,33,58.0
4.599,Mw,-2.808,-77.9255,12.0,2010,9,22,19,1,39.0
4.412999999999999,Mw,0.4905,-80.109,19.19,2010,9,22,23,35,29.0
3.9480000000000004,Mw,-3.0952,-78.5646,43.46,2010,9,23,0,57,56.0
3.9480000000000004,Mw,-2.9452,-78.6912,40.86,2010,9,23,1,52,21.0
4.041,Mw,0.584,-80.1163,12.77,2010,9,23,3,55,42.0
3.9480000000000004,Mw,-2.2234,-77.3579,67.25,2010,9,23,5,30,22.0
4.32,Mw,-0.9231,-80.7137,36.04,2010,9,23,22,40,0.0
4.1339999999999995,Mw,-1.9334,-79.6574,90.94,2010,9,24,9,26,32.0
3.8550000000000004,Mw,-1.6485,-79.9227,12.0,2010,9,25,0,40,24.0
4.041,Mw,-0.4343,-78.61,22.73,2010,9,25,9,46,22.0
3.8550000000000004,Mw,-1.32,-79.6537,136.24,2010,9,25,23,50,16.0
3.8550000000000004,Mw,-1.5458,-77.4286,21.6,2010,9,26,14,31,10.0
3.9480000000000004,Mw,-2.0355,-77.2726,16.88,2010,9,26,18,35,50.0
4.1339999999999995,Mw,-0.8074,-79.2758,101.86,2010,9,27,2,32,51.0
3.8550000000000004,Mw,-1.2019,-78.3623,18.28,2010,9,27,5,25,55.0
4.599,Mw,-1.6639,-81.8497,10.0,2010,9,28,5,53,19.0
3.9480000000000004,Mw,-1.5027,-79.7877,18.77,2010,9,29,16,52,1.0
4.412999999999999,Mw,-0.5483,-77.4478,23.21,2010,9,29,18,53,38.0
3.9480000000000004,Mw,-2.6884,-78.3724,6.91,2010,9,30,4,25,57.0
3.8550000000000004,Mw,-1.7788,-77.7725,11.18,2010,10,2,8,23,34.0
4.1339999999999995,Mw,-2.5693,-79.0148,112.23,2010,10,3,3,49,35.0
4.1339999999999995,Mw,1.7465,-78.911,12.0,2010,10,3,5,7,23.0
4.041,Mw,0.7304,-80.0509,10.0,2010,10,4,13,25,49.0
4.041,Mw,-2.2864,-76.5507,12.0,2010,10,5,11,43,1.0
4.1339999999999995,Mw,-3.1926,-79.9092,12.0,2010,10,6,5,39,29.0
4.506,Mw,-2.6919,-76.5919,112.88,2010,10,6,7,18,42.0
4.32,Mw,-1.3954,-77.8042,210.76,2010,10,6,9,6,22.0
3.8550000000000004,Mw,0.5683,-78.1273,14.46,2010,10,6,11,55,44.0
4.412999999999999,Mw,-1.0849,-77.554,20.89,2010,10,7,21,28,43.0
4.227,Mw,-1.0935,-77.5475,21.56,2010,10,7,21,39,23.0
4.412999999999999,Mw,-3.8088,-79.9142,78.24,2010,10,8,10,46,46.0
5.064,Mw,-3.1294,-76.8046,108.05,2010,10,9,14,4,43.0
3.8550000000000004,Mw,-0.9833,-79.1869,117.16,2010,10,11,0,43,25.0
4.227,Mw,-0.3293,-80.919,9.13,2010,10,11,15,52,52.0
4.227,Mw,-0.3379,-80.9262,10.36,2010,10,11,16,5,30.0
3.9480000000000004,Mw,-0.6529,-77.6017,19.31,2010,10,13,9,14,49.0
3.9480000000000004,Mw,-0.2568,-81.0557,20.92,2010,10,14,10,25,3.0
4.412999999999999,Mw,-1.484,-77.4655,232.64,2010,10,14,17,25,53.0
3.9480000000000004,Mw,-2.1464,-79.5283,27.39,2010,10,14,20,5,50.0
4.227,Mw,-2.5176,-80.666,12.0,2010,10,15,4,50,52.0
4.412999999999999,Mw,-0.0595,-81.38,17.0,2010,10,15,21,34,42.0
4.599,Mw,-1.3621,-80.4759,19.0,2010,10,16,5,12,24.0
4.1339999999999995,Mw,-1.6781,-81.2962,16.59,2010,10,16,5,20,59.0
3.8550000000000004,Mw,-1.0243,-78.1544,12.0,2010,10,16,16,12,20.0
3.9480000000000004,Mw,-0.9766,-79.7106,36.26,2010,10,18,9,5,55.0
4.32,Mw,-0.2457,-81.2126,18.17,2010,10,20,1,0,57.0
4.877999999999999,Mw,-0.1344,-81.2874,19.06,2010,10,20,1,5,49.0
4.227,Mw,-0.2853,-81.0986,19.51,2010,10,20,2,56,27.0
4.785,Mw,-0.189,-81.1848,20.79,2010,10,20,16,5,47.0
4.506,Mw,-0.3249,-81.0751,22.95,2010,10,20,17,31,34.0
3.9480000000000004,Mw,-1.7651,-77.2887,19.52,2010,10,20,22,0,48.0
4.227,Mw,0.0544,-81.0103,12.0,2010,10,21,11,30,33.0
3.9480000000000004,Mw,-1.0622,-78.3845,15.54,2010,10,21,15,42,39.0
4.227,Mw,-2.846,-78.8165,37.97,2010,10,21,21,9,10.0
4.506,Mw,0.8909,-78.8726,12.0,2010,10,23,21,51,16.0
3.9480000000000004,Mw,-2.3536,-79.6966,25.94,2010,10,24,3,13,38.0
4.1339999999999995,Mw,-1.5716,-80.11,9.07,2010,10,24,9,27,3.0
4.227,Mw,-2.3161,-80.2718,12.0,2010,10,25,6,0,35.0
4.412999999999999,Mw,-1.5086,-78.1958,10.52,2010,10,25,14,22,56.0
4.1339999999999995,Mw,-2.1529,-79.1953,11.69,2010,10,26,1,40,46.0
3.8550000000000004,Mw,-0.8969,-79.829,29.28,2010,10,26,5,57,19.0
4.412999999999999,Mw,-0.9221,-80.632,35.68,2010,10,26,22,46,46.0
4.32,Mw,-2.2457,-80.5704,10.73,2010,10,27,3,34,6.0
4.1339999999999995,Mw,-3.1745,-78.4312,36.56,2010,10,27,8,9,44.0
3.9480000000000004,Mw,-1.9837,-77.4777,20.42,2010,10,27,16,10,13.0
4.041,Mw,-2.6783,-79.3804,43.68,2010,10,27,21,10,8.0
4.041,Mw,-2.0312,-76.5304,9.2,2010,10,28,17,39,20.0
4.227,Mw,-3.5237,-78.8951,149.1,2010,10,28,17,45,3.0
3.9480000000000004,Mw,-2.955,-78.4035,37.9,2010,10,28,20,27,28.0
4.1339999999999995,Mw,-2.438,-76.9788,79.87,2010,10,29,18,45,3.0
4.227,Mw,-2.9823,-78.0414,12.0,2010,10,29,18,57,23.0
4.227,Mw,-0.2687,-81.1395,20.65,2010,10,29,19,51,49.0
4.32,Mw,-0.2287,-81.2186,21.29,2010,10,30,8,11,1.0
3.9480000000000004,Mw,-1.5223,-77.9774,65.44,2010,10,30,9,56,4.0
4.1339999999999995,Mw,-0.1166,-81.1133,13.91,2010,10,31,2,19,59.0
3.8550000000000004,Mw,-0.8494,-79.1587,130.84,2010,10,31,4,40,35.0
3.9480000000000004,Mw,-2.9122,-78.9613,42.58,2010,10,31,7,32,50.0
3.8550000000000004,Mw,-0.9951,-79.0671,107.82,2010,11,1,6,59,44.0
4.227,Mw,-1.1407,-80.6413,40.59,2010,11,5,16,46,42.0
4.1339999999999995,Mw,-2.1478,-78.6999,36.08,2010,11,5,17,2,48.0
4.041,Mw,-1.0644,-80.5146,55.13,2010,11,5,23,17,17.0
3.9480000000000004,Mw,-2.3928,-77.4606,104.88,2010,11,5,23,25,17.0
4.041,Mw,-1.6684,-80.8833,40.3,2010,11,6,1,58,28.0
4.32,Mw,-2.6029,-77.2667,31.41,2010,11,8,0,55,59.0
4.041,Mw,-2.7121,-79.3713,12.16,2010,11,8,3,5,39.0
4.227,Mw,-1.4913,-77.7982,208.41,2010,11,8,8,1,33.0
4.1339999999999995,Mw,-2.4499,-77.7276,32.72,2010,11,9,18,57,53.0
3.8550000000000004,Mw,-1.5087,-79.3236,128.48,2010,11,11,5,12,26.0
3.9480000000000004,Mw,-0.9848,-79.2175,108.61,2010,11,12,13,14,29.0
3.8550000000000004,Mw,-0.3999,-79.1283,60.18,2010,11,12,22,56,21.0
4.227,Mw,-0.0305,-80.6014,26.33,2010,11,13,20,30,9.0
4.32,Mw,-3.0731,-76.4205,29.72,2010,11,14,15,33,8.0
3.9480000000000004,Mw,-1.2139,-77.7257,26.01,2010,11,14,22,54,9.0
4.1339999999999995,Mw,-2.8202,-78.4187,12.0,2010,11,15,13,47,58.0
4.1339999999999995,Mw,-1.545,-77.9557,178.62,2010,11,16,16,9,13.0
4.041,Mw,-0.97,-80.6482,38.93,2010,11,19,6,29,1.0
4.227,Mw,-0.9739,-80.6723,40.66,2010,11,19,7,35,24.0
3.8550000000000004,Mw,-1.6995,-77.7591,147.63,2010,11,19,17,59,24.0
4.412999999999999,Mw,-4.0947,-78.0928,22.94,2010,11,20,5,26,32.0
4.041,Mw,-1.0103,-78.4192,10.35,2010,11,20,6,49,54.0
4.041,Mw,-1.8519,-78.5042,174.79,2010,11,20,8,30,33.0
4.599,Mw,-2.6121,-80.8009,18.85,2010,11,20,16,42,24.0
4.041,Mw,-0.8825,-80.6235,24.48,2010,11,21,14,16,6.0
4.1339999999999995,Mw,-2.3065,-79.6389,12.0,2010,11,21,17,59,53.0
4.506,Mw,-2.5808,-79.5488,23.66,2010,11,22,10,24,10.0
4.1339999999999995,Mw,-0.5455,-79.3398,37.9,2010,11,22,16,34,53.0
4.227,Mw,-1.0016,-80.5464,20.0,2010,11,23,10,40,9.0
3.8550000000000004,Mw,-1.2735,-79.4719,19.26,2010,11,23,12,38,41.0
4.227,Mw,-1.0513,-79.3781,117.61,2010,11,24,11,12,9.0
4.041,Mw,-2.1067,-79.2615,12.0,2010,11,24,16,31,20.0
4.1339999999999995,Mw,0.5398,-79.9495,17.47,2010,11,24,22,26,42.0
4.1339999999999995,Mw,0.6669,-80.0192,11.33,2010,11,25,4,11,39.0
5.157,Mw,0.6746,-80.0818,19.84,2010,11,25,4,19,33.0
4.1339999999999995,Mw,-2.4463,-79.5327,24.0,2010,11,25,6,30,42.0
4.227,Mw,-2.4999,-77.9929,31.38,2010,11,27,7,12,30.0
4.041,Mw,-2.2844,-77.7357,17.77,2010,11,27,7,23,42.0
3.9480000000000004,Mw,0.5078,-79.9129,8.65,2010,11,27,7,30,27.0
4.227,Mw,-2.5529,-78.042,12.0,2010,11,27,18,37,47.0
4.32,Mw,-1.3111,-80.6427,41.61,2010,11,27,21,55,15.0
4.877999999999999,Mw,-1.1245,-80.4898,33.84,2010,11,28,7,57,33.0
4.1339999999999995,Mw,0.852,-79.701,9.08,2010,11,28,12,41,38.0
3.9480000000000004,Mw,0.764,-79.6715,9.25,2010,11,28,14,56,34.0
4.041,Mw,0.7815,-79.7789,9.0,2010,11,28,15,35,24.0
3.9480000000000004,Mw,0.1642,-78.9486,104.43,2010,11,28,17,3,21.0
4.041,Mw,-1.8988,-79.8426,40.26,2010,11,29,2,10,25.0
3.8550000000000004,Mw,-0.8856,-79.6955,30.02,2010,11,29,6,12,26.0
4.227,Mw,-2.191,-80.9218,12.0,2010,11,29,22,18,20.0
3.9480000000000004,Mw,-0.9363,-77.993,17.0,2010,12,1,16,4,14.0
4.32,Mw,-0.3029,-81.1212,22.82,2010,12,2,0,35,40.0
3.8550000000000004,Mw,0.7372,-79.1462,36.46,2010,12,2,6,22,46.0
4.32,Mw,-0.9871,-79.2089,116.43,2010,12,2,19,36,27.0
4.041,Mw,-1.5294,-79.3897,45.18,2010,12,2,19,56,44.0
4.32,Mw,0.0206,-79.1406,21.99,2010,12,3,2,16,57.0
4.1339999999999995,Mw,0.8107,-79.9635,12.0,2010,12,3,11,55,42.0
3.9480000000000004,Mw,-0.8461,-79.737,36.91,2010,12,4,3,43,30.0
4.32,Mw,0.4701,-78.9926,27.29,2010,12,4,7,39,49.0
4.1339999999999995,Mw,-0.4346,-78.0306,13.67,2010,12,4,23,3,36.0
4.041,Mw,-1.7346,-77.7266,16.17,2010,12,4,23,38,48.0
4.041,Mw,1.373,-78.7486,59.59,2010,12,8,18,7,21.0
3.8550000000000004,Mw,-1.5221,-79.1967,27.37,2010,12,10,2,1,30.0
4.041,Mw,-2.6149,-78.0779,12.0,2010,12,10,4,38,1.0
4.971,Mw,-3.1365,-77.2808,85.55,2010,12,13,13,5,30.0
4.041,Mw,-0.4281,-78.0367,16.94,2010,12,14,8,29,53.0
4.32,Mw,-0.8101,-78.3822,8.92,2010,12,15,4,58,34.0
3.9480000000000004,Mw,-1.0397,-78.275,15.83,2010,12,17,11,4,15.0
4.1339999999999995,Mw,-0.7041,-79.5658,38.08,2010,12,17,22,54,17.0
4.32,Mw,-2.1389,-79.6021,116.27,2010,12,18,5,58,16.0
4.1339999999999995,Mw,-2.3349,-79.6699,20.13,2010,12,20,13,16,25.0
4.227,Mw,0.8197,-80.373,12.0,2010,12,20,23,41,47.0
4.227,Mw,0.378,-78.968,14.08,2010,12,21,0,1,14.0
4.32,Mw,-2.6454,-78.0659,12.0,2010,12,22,0,8,17.0
3.9480000000000004,Mw,-1.7091,-77.7561,8.99,2010,12,23,10,10,5.0
4.1339999999999995,Mw,0.4508,-80.2009,6.24,2010,12,23,19,29,39.0
4.1339999999999995,Mw,-2.6909,-78.0585,12.0,2010,12,24,12,21,57.0
4.692,Mw,-1.3745,-81.8864,4.77,2010,12,25,22,56,52.0
4.506,Mw,-1.6347,-77.779,214.35,2010,12,26,1,58,22.0
4.041,Mw,-0.8905,-79.651,37.47,2010,12,26,3,29,53.0
4.1339999999999995,Mw,-0.8008,-80.6024,22.78,2010,12,27,11,9,44.0
4.692,Mw,-1.897,-80.2235,18.1,2010,12,27,16,18,35.0
3.9480000000000004,Mw,-2.4565,-79.1245,12.0,2010,12,27,23,23,10.0
4.1339999999999995,Mw,-2.1568,-78.9482,101.78,2010,12,28,9,48,59.0
4.1339999999999995,Mw,-2.5271,-77.9087,12.0,2010,12,28,21,3,35.0
4.227,Mw,-3.5035,-79.2861,12.0,2010,12,28,21,19,18.0
3.9480000000000004,Mw,-2.3547,-77.5534,11.31,2010,12,29,12,29,32.0
4.599,Mw,-2.2272,-79.7279,20.59,2010,12,29,20,35,22.0
4.32,Mw,-2.7039,-79.0493,33.24,2010,12,30,2,10,57.0
4.041,Mw,-0.7996,-80.5495,36.58,2010,12,31,4,22,25.0
4.32,Mw,-0.8142,-78.3895,8.87,2011,1,1,0,52,48.0
4.692,Mw,-2.7776,-79.6939,71.73,2011,1,1,11,28,55.0
4.412999999999999,Mw,1.551,-79.2676,12.0,2011,1,1,16,38,4.0
3.9480000000000004,Mw,-1.0229,-78.4275,12.9,2011,1,2,10,45,25.0
4.227,Mw,-2.8262,-79.3822,48.81,2011,1,3,21,29,46.0
4.227,Mw,-3.9651,-79.5845,5.16,2011,1,3,22,36,19.0
4.041,Mw,-0.8451,-79.7839,20.95,2011,1,4,18,6,49.0
3.8550000000000004,Mw,-0.6256,-79.5512,110.89,2011,1,5,8,24,30.0
3.8550000000000004,Mw,-0.123,-77.76,23.01,2011,1,5,12,9,31.0
4.32,Mw,-2.5733,-80.4282,20.0,2011,1,6,0,14,8.0
4.692,Mw,-2.9962,-79.7311,12.0,2011,1,6,6,35,35.0
4.506,Mw,-3.021,-79.8702,12.0,2011,1,6,6,57,34.0
4.041,Mw,-2.6186,-78.0366,7.35,2011,1,6,7,27,2.0
4.412999999999999,Mw,-1.7208,-78.9885,30.54,2011,1,6,18,25,34.0
3.9480000000000004,Mw,-0.0201,-79.6199,12.0,2011,1,7,8,47,33.0
4.1339999999999995,Mw,-1.0367,-78.2661,9.99,2011,1,7,10,7,37.0
4.227,Mw,-3.1268,-80.1266,21.72,2011,1,8,11,59,49.0
4.227,Mw,-2.5618,-77.9869,24.44,2011,1,8,18,5,35.0
3.8550000000000004,Mw,-1.4806,-79.0513,48.22,2011,1,11,2,32,55.0
4.041,Mw,-1.5622,-77.9264,88.02,2011,1,11,7,57,32.0
4.877999999999999,Mw,-3.2158,-79.8119,28.38,2011,1,12,12,20,4.0
4.041,Mw,-1.5455,-78.9939,111.71,2011,1,14,6,37,52.0
3.8550000000000004,Mw,0.0468,-79.1268,27.37,2011,1,14,7,36,25.0
4.1339999999999995,Mw,-2.811,-79.5641,12.0,2011,1,15,17,21,17.0
4.1339999999999995,Mw,-2.1641,-79.7267,24.22,2011,1,15,18,51,20.0
3.8550000000000004,Mw,-1.7586,-77.7266,182.98,2011,1,17,13,15,52.0
4.506,Mw,-1.5963,-77.823,199.67,2011,1,19,0,33,51.0
4.041,Mw,-1.5291,-77.7957,181.57,2011,1,19,6,46,49.0
4.412999999999999,Mw,-2.8189,-80.4757,12.0,2011,1,19,9,39,59.0
4.1339999999999995,Mw,-2.2261,-79.9809,12.0,2011,1,19,10,31,27.0
4.041,Mw,-2.4691,-79.723,76.21,2011,1,20,0,20,38.0
4.041,Mw,-2.2482,-78.8955,100.84,2011,1,20,7,48,22.0
4.041,Mw,-2.6494,-77.9372,12.0,2011,1,20,11,2,23.0
4.32,Mw,3.3709,-78.4937,12.0,2011,1,20,12,53,36.0
4.041,Mw,-1.9151,-78.8039,123.74,2011,1,21,23,38,15.0
4.227,Mw,-0.273,-79.4202,36.69,2011,1,22,12,14,20.0
3.9480000000000004,Mw,-0.2769,-79.5817,34.66,2011,1,22,12,37,1.0
4.785,Mw,-1.627,-81.8395,14.88,2011,1,23,20,16,3.0
4.1339999999999995,Mw,-3.6362,-78.3885,18.43,2011,1,24,6,13,55.0
4.041,Mw,0.192,-79.0654,26.1,2011,1,24,19,44,57.0
3.8550000000000004,Mw,-2.3484,-76.9459,38.93,2011,1,24,21,46,35.0
4.227,Mw,1.9372,-79.5766,23.73,2011,1,26,18,33,26.0
4.227,Mw,-2.3396,-78.9143,17.36,2011,1,26,21,59,34.0
4.599,Mw,0.7635,-77.0577,12.0,2011,2,1,11,35,8.0
4.227,Mw,-2.3067,-80.5216,34.95,2011,2,2,12,4,33.0
3.9480000000000004,Mw,-1.5014,-77.5299,23.09,2011,2,2,17,51,22.0
4.1339999999999995,Mw,-1.6717,-78.0183,113.89,2011,2,3,5,16,28.0
3.9480000000000004,Mw,-0.2041,-79.337,77.65,2011,2,3,7,48,10.0
3.8550000000000004,Mw,-2.3048,-77.7611,24.22,2011,2,3,15,35,52.0
4.32,Mw,0.4592,-81.1036,12.99,2011,2,4,12,3,10.0
